dt,bat_v,dht_t,dht_h,ref_v,out_v,therm_v,in_v
20251231T151636,7.522, 18.0, 28.0,2.498,2.495,3.076,2.495
20251231T151637,7.628, 18.0, 28.0,2.449,2.408,2.939,2.413
20251231T151638,7.566, 18.0, 28.0,2.498,2.495,3.091,2.495
20251231T151639,7.689, 18.0, 28.0,2.449,2.408,2.954,2.418
20251231T151641,7.628, 18.0, 28.0,2.498,2.495,3.105,2.495
20251231T151642,7.531, 18.0, 28.0,2.449,2.408,2.963,2.418
20251231T151643,7.434, 18.0, 28.0,2.498,2.495,3.115,2.495
20251231T151644,7.742, 17.0, 28.0,2.449,2.408,2.973,2.418
20251231T151645,7.786, 17.0, 28.0,2.498,2.495,3.130,2.495
20251231T151646,7.636, 17.0, 28.0,2.449,2.408,2.987,2.418
20251231T151647,7.522, 17.0, 28.0,2.498,2.495,3.140,2.495
20251231T151648,7.531, 17.0, 28.0,2.449,2.408,2.997,2.413
20251231T151649,7.434, 17.0, 28.0,2.498,2.495,3.154,2.495
20251231T151651,7.548, 17.0, 29.0,2.449,2.408,3.006,2.418
20251231T151652,7.548, 17.0, 29.0,2.498,2.495,3.164,2.495
20251231T151653,7.531, 17.0, 29.0,2.449,2.408,3.021,2.413
20251231T151654,7.478, 17.0, 29.0,2.498,2.495,3.179,2.495
20251231T151655,7.698, 16.0, 29.0,2.449,2.408,3.030,2.418
20251231T151656,7.663, 16.0, 29.0,2.498,2.495,3.188,2.495
20251231T151657,7.452, 16.0, 29.0,2.449,2.408,3.040,2.418
20251231T151658,7.540, 16.0, 29.0,2.498,2.495,3.198,2.495
20251231T151659,7.821, 16.0, 30.0,2.449,2.408,3.049,2.418
20251231T151701,7.663, 16.0, 30.0,2.498,2.495,3.208,2.495
20251231T151702,7.610, 16.0, 30.0,2.449,2.408,3.059,2.418
20251231T151703,7.689, 16.0, 30.0,2.498,2.495,3.218,2.495
20251231T151704,7.839, 16.0, 31.0,2.449,2.408,3.064,2.418
20251231T151705,7.698, 16.0, 31.0,2.498,2.495,3.223,2.495
20251231T151706,7.487, 16.0, 31.0,2.449,2.408,3.069,2.413
20251231T151707,7.628, 16.0, 31.0,2.498,2.495,3.232,2.495
20251231T151708,7.742, 15.0, 30.0,2.449,2.408,3.078,2.418
20251231T151709,7.680, 15.0, 30.0,2.498,2.495,3.242,2.495
20251231T151711,7.663, 15.0, 31.0,2.449,2.408,3.088,2.418
20251231T151712,7.522, 15.0, 31.0,2.498,2.495,3.247,2.495
20251231T151713,7.504, 15.0, 31.0,2.449,2.408,3.093,2.418
20251231T151714,7.513, 15.0, 31.0,2.498,2.495,3.257,2.495
20251231T151715,7.584, 15.0, 31.0,2.449,2.408,3.102,2.418
20251231T151716,7.751, 15.0, 31.0,2.498,2.495,3.267,2.495
20251231T151717,7.540, 15.0, 32.0,2.449,2.408,3.107,2.418
20251231T151718,7.742, 15.0, 32.0,2.498,2.495,3.271,2.495
20251231T151719,7.724, 15.0, 32.0,2.449,2.408,3.117,2.418
20251231T151720,7.760, 15.0, 32.0,2.498,2.495,3.281,2.495
20251231T151722,7.434, 14.0, 32.0,2.449,2.408,3.121,2.418
20251231T151723,7.610, 14.0, 32.0,2.498,2.495,3.286,2.495
20251231T151724,7.680, 14.0, 33.0,2.449,2.408,3.126,2.418
20251231T151725,7.628, 14.0, 33.0,2.498,2.495,3.291,2.495
20251231T151726,7.610, 14.0, 33.0,2.449,2.408,3.131,2.418
20251231T151727,7.619, 14.0, 33.0,2.498,2.495,3.296,2.495
20251231T151728,7.654, 14.0, 33.0,2.449,2.408,3.136,2.418
20251231T151729,7.443, 14.0, 33.0,2.498,2.495,3.301,2.495
20251231T151730,7.733, 14.0, 34.0,2.449,2.408,3.140,2.418
20251231T151732,7.425, 14.0, 34.0,2.498,2.495,3.306,2.495
20251231T151733,7.733, 14.0, 34.0,2.449,2.408,3.145,2.418
20251231T151734,7.760, 14.0, 34.0,2.498,2.495,3.311,2.495
20251231T151735,7.663, 14.0, 35.0,2.449,2.408,3.150,2.418
20251231T151736,7.584, 14.0, 35.0,2.498,2.495,3.315,2.495
20251231T151737,7.557, 14.0, 35.0,2.449,2.408,3.155,2.418
20251231T151738,7.698, 14.0, 35.0,2.498,2.495,3.320,2.495
20251231T151739,7.636, 14.0, 35.0,2.449,2.408,3.160,2.418
20251231T151740,7.601, 14.0, 35.0,2.498,2.495,3.325,2.495
20251231T151742,7.443, 13.0, 35.0,2.449,2.408,3.160,2.418
20251231T151743,7.689, 13.0, 35.0,2.498,2.495,3.330,2.495
20251231T151744,7.496, 13.0, 36.0,2.449,2.408,3.164,2.418
20251231T151745,7.742, 13.0, 36.0,2.498,2.495,3.330,2.495
20251231T151746,7.821, 13.0, 36.0,2.449,2.408,3.169,2.418
20251231T151747,7.645, 13.0, 36.0,2.498,2.495,3.335,2.495
20251231T151748,7.716, 13.0, 37.0,2.449,2.408,3.174,2.418
20251231T151749,7.751, 13.0, 37.0,2.498,2.495,3.340,2.495
20251231T151750,7.716, 13.0, 37.0,2.449,2.408,3.174,2.418
20251231T151752,7.742, 13.0, 37.0,2.498,2.495,3.345,2.495
20251231T151753,7.408, 13.0, 37.0,2.449,2.408,3.179,2.413
20251231T151754,7.522, 13.0, 37.0,2.498,2.495,3.350,2.495
20251231T151755,7.584, 13.0, 37.0,2.449,2.403,3.184,2.413
20251231T151756,7.742, 13.0, 37.0,2.498,2.495,3.354,2.495
20251231T151757,7.751, 13.0, 37.0,2.449,2.408,3.188,2.418
20251231T151758,7.522, 13.0, 37.0,2.498,2.495,3.359,2.495
20251231T151759,7.645, 13.0, 38.0,2.449,2.403,3.188,2.413
20251231T151800,7.531, 13.0, 38.0,2.498,2.495,3.359,2.495
20251231T151802,7.531, 13.0, 38.0,2.449,2.403,3.193,2.413
20251231T151803,7.601, 13.0, 38.0,2.498,2.495,3.364,2.495
20251231T151804,7.575, 13.0, 38.0,2.444,2.398,3.192,2.408
20251231T151805,7.434, 13.0, 38.0,2.498,2.495,3.369,2.495
20251231T151806,7.619, 13.0, 38.0,2.444,2.398,3.192,2.408
20251231T151807,7.496, 13.0, 38.0,2.498,2.495,3.369,2.495
20251231T151808,7.469, 13.0, 38.0,2.444,2.398,3.196,2.408
20251231T151809,7.592, 13.0, 38.0,2.498,2.495,3.374,2.495
20251231T151810,7.619, 13.0, 38.0,2.449,2.403,3.207,2.413
20251231T151812,7.680, 13.0, 38.0,2.498,2.495,3.379,2.495
20251231T151813,7.751, 13.0, 39.0,2.449,2.408,3.207,2.413
20251231T151814,7.478, 13.0, 39.0,2.498,2.495,3.384,2.495
20251231T151815,7.469, 12.0, 38.0,2.449,2.403,3.212,2.413
20251231T151816,7.566, 12.0, 38.0,2.498,2.495,3.389,2.495
20251231T151817,7.698, 12.0, 38.0,2.444,2.398,3.211,2.408
20251231T151818,7.416, 12.0, 38.0,2.498,2.495,3.394,2.495
20251231T151819,7.760, 12.0, 38.0,2.444,2.398,3.215,2.408
20251231T151820,7.680, 12.0, 38.0,2.498,2.495,3.398,2.495
20251231T151822,7.531, 12.0, 38.0,2.444,2.398,3.220,2.408
20251231T151823,7.469, 12.0, 38.0,2.498,2.495,3.403,2.495
20251231T151824,7.443, 12.0, 38.0,2.444,2.398,3.225,2.408
20251231T151825,7.698, 12.0, 38.0,2.498,2.495,3.408,2.495
20251231T151826,7.416, 12.0, 38.0,2.444,2.398,3.230,2.408
20251231T151827,7.680, 12.0, 38.0,2.498,2.495,3.413,2.495
20251231T151828,7.698, 12.0, 39.0,2.444,2.398,3.235,2.408
20251231T151829,7.478, 12.0, 39.0,2.498,2.495,3.418,2.495
20251231T151830,7.434, 12.0, 39.0,2.444,2.398,3.235,2.408
20251231T151831,7.680, 12.0, 39.0,2.498,2.495,3.423,2.495
20251231T151833,7.707, 12.0, 39.0,2.444,2.398,3.239,2.408
20251231T151834,7.760, 12.0, 39.0,2.498,2.495,3.428,2.495
20251231T151835,7.399, 12.0, 39.0,2.444,2.398,3.244,2.408
20251231T151836,7.443, 12.0, 39.0,2.498,2.495,3.433,2.495
20251231T151837,7.760, 12.0, 40.0,2.444,2.398,3.249,2.408
20251231T151838,7.716, 12.0, 40.0,2.498,2.495,3.437,2.495
20251231T151839,7.575, 12.0, 40.0,2.444,2.398,3.254,2.408
20251231T151840,7.566, 12.0, 40.0,2.498,2.495,3.437,2.495
20251231T151841,7.812, 11.0, 39.0,2.444,2.398,3.254,2.408
20251231T151843,7.540, 11.0, 39.0,2.498,2.495,3.442,2.495
20251231T151844,7.522, 11.0, 40.0,2.444,2.398,3.258,2.408
20251231T151845,7.496, 11.0, 40.0,2.498,2.495,3.447,2.495
20251231T151846,7.628, 11.0, 40.0,2.444,2.394,3.263,2.408
20251231T151847,7.654, 11.0, 40.0,2.498,2.495,3.452,2.495
20251231T151848,7.636, 11.0, 40.0,2.444,2.394,3.268,2.408
20251231T151849,7.460, 11.0, 40.0,2.498,2.495,3.457,2.495
20251231T151850,7.698, 11.0, 41.0,2.444,2.394,3.268,2.408
20251231T151851,7.645, 11.0, 41.0,2.498,2.495,3.457,2.495
20251231T151853,7.584, 11.0, 41.0,2.439,2.389,3.266,2.403
20251231T151854,7.610, 11.0, 41.0,2.498,2.495,3.462,2.495
20251231T151855,7.636, 11.0, 41.0,2.444,2.394,3.273,2.408
20251231T151856,7.716, 11.0, 41.0,2.498,2.495,3.467,2.495
20251231T151857,7.716, 11.0, 42.0,2.444,2.394,3.278,2.408
20251231T151858,7.812, 11.0, 42.0,2.498,2.495,3.467,2.495
20251231T151859,7.733, 11.0, 42.0,2.444,2.398,3.282,2.408
20251231T151900,7.592, 11.0, 42.0,2.498,2.495,3.472,2.495
20251231T151901,7.645, 11.0, 43.0,2.444,2.398,3.282,2.408
20251231T151903,7.751, 11.0, 43.0,2.498,2.495,3.477,2.495
20251231T151904,7.496, 11.0, 43.0,2.444,2.394,3.287,2.408
20251231T151905,7.592, 11.0, 43.0,2.498,2.495,3.477,2.495
20251231T151906,7.636, 10.0, 43.0,2.444,2.394,3.287,2.408
20251231T151907,7.469, 10.0, 43.0,2.498,2.495,3.481,2.495
20251231T151908,7.575, 10.0, 43.0,2.439,2.389,3.285,2.398
20251231T151909,7.619, 10.0, 43.0,2.498,2.495,3.486,2.495
20251231T151910,7.531, 10.0, 43.0,2.439,2.389,3.285,2.398
20251231T151911,7.707, 10.0, 43.0,2.498,2.495,3.486,2.495
20251231T151913,7.610, 10.0, 44.0,2.439,2.389,3.285,2.398
20251231T151914,7.469, 10.0, 44.0,2.498,2.495,3.486,2.495
20251231T151915,7.522, 10.0, 44.0,2.439,2.384,3.285,2.398
20251231T151916,7.751, 10.0, 44.0,2.498,2.495,3.491,2.495
20251231T151917,7.707, 10.0, 44.0,2.434,2.379,3.279,2.394
20251231T151918,7.469, 10.0, 44.0,2.498,2.495,3.491,2.495
20251231T151919,7.601, 10.0, 45.0,2.434,2.379,3.279,2.394
20251231T151920,7.434, 10.0, 45.0,2.498,2.495,3.496,2.495
20251231T151921,7.689, 10.0, 45.0,2.434,2.379,3.279,2.394
20251231T151923,7.768, 10.0, 45.0,2.498,2.495,3.496,2.495
20251231T151924,7.575, 10.0, 46.0,2.434,2.379,3.283,2.394
20251231T151925,7.786, 10.0, 46.0,2.498,2.495,3.496,2.495
20251231T151926,7.372, 10.0, 46.0,2.434,2.379,3.283,2.389
20251231T151927,7.469, 10.0, 46.0,2.498,2.495,3.501,2.495
20251231T151928,7.663, 10.0, 46.0,2.434,2.379,3.283,2.389
20251231T151929,7.654, 10.0, 46.0,2.498,2.495,3.501,2.495
20251231T151930,7.663, 10.0, 46.0,2.434,2.379,3.283,2.389
20251231T151931,7.548, 10.0, 46.0,2.498,2.495,3.501,2.495
20251231T151933,7.416, 10.0, 47.0,2.434,2.379,3.283,2.389
20251231T151934,7.584, 10.0, 47.0,2.498,2.495,3.506,2.495
20251231T151935,7.531, 10.0, 47.0,2.434,2.379,3.288,2.389
20251231T151936,7.364, 10.0, 47.0,2.498,2.495,3.506,2.495
20251231T151937,7.592,  9.0, 47.0,2.434,2.379,3.288,2.389
20251231T151938,7.566,  9.0, 47.0,2.498,2.495,3.506,2.495
20251231T151939,7.768,  9.0, 48.0,2.434,2.379,3.288,2.389
20251231T151940,7.654,  9.0, 48.0,2.498,2.495,3.506,2.495
20251231T151941,7.654,  9.0, 48.0,2.434,2.379,3.288,2.389
20251231T151942,7.399,  9.0, 48.0,2.498,2.495,3.511,2.495
20251231T151944,7.434,  9.0, 48.0,2.429,2.375,3.282,2.384
20251231T151945,7.584,  9.0, 48.0,2.498,2.495,3.511,2.495
20251231T151946,7.504,  9.0, 48.0,2.429,2.370,3.282,2.384
20251231T151947,7.584,  9.0, 48.0,2.498,2.495,3.516,2.495
20251231T151948,7.680,  9.0, 49.0,2.429,2.370,3.286,2.384
20251231T151949,7.513,  9.0, 49.0,2.498,2.495,3.516,2.495
20251231T151950,7.751,  9.0, 49.0,2.429,2.370,3.286,2.384
20251231T151951,7.663,  9.0, 49.0,2.498,2.495,3.516,2.495
20251231T151953,7.804,  9.0, 49.0,2.429,2.370,3.286,2.384
20251231T151954,7.425,  9.0, 49.0,2.498,2.495,3.521,2.495
20251231T151955,7.636,  9.0, 50.0,2.424,2.365,3.280,2.374
20251231T151956,7.601,  9.0, 50.0,2.498,2.495,3.521,2.495
20251231T151957,7.548,  9.0, 50.0,2.424,2.360,3.280,2.374
20251231T151958,7.601,  9.0, 50.0,2.498,2.495,3.525,2.495
20251231T151959,7.531,  9.0, 50.0,2.424,2.379,3.303,2.389
20251231T152000,7.654,  9.0, 50.0,2.498,2.495,3.525,2.495
20251231T152001,7.777,  9.0, 50.0,2.439,2.394,3.328,2.403
20251231T152002,7.434,  9.0, 50.0,2.498,2.495,3.530,2.495
20251231T152004,7.575,  9.0, 50.0,2.439,2.389,3.328,2.403
20251231T152005,7.636,  9.0, 50.0,2.498,2.495,3.530,2.495
20251231T152006,7.663,  9.0, 51.0,2.444,2.398,3.335,2.408
20251231T152007,7.654,  9.0, 51.0,2.498,2.495,3.530,2.495
20251231T152008,7.733,  9.0, 51.0,2.439,2.394,3.328,2.403
20251231T152009,7.645,  9.0, 51.0,2.498,2.495,3.535,2.495
20251231T152010,7.698,  9.0, 52.0,2.439,2.389,3.328,2.403
20251231T152011,7.513,  9.0, 52.0,2.498,2.495,3.535,2.495
20251231T152012,7.355,  9.0, 52.0,2.439,2.389,3.328,2.398
20251231T152014,7.760,  9.0, 52.0,2.498,2.495,3.535,2.495
20251231T152015,7.680,  9.0, 52.0,2.439,2.389,3.328,2.403
20251231T152016,7.469,  9.0, 52.0,2.498,2.495,3.535,2.495
20251231T152017,7.601,  9.0, 52.0,2.439,2.389,3.333,2.398
20251231T152018,7.663,  9.0, 52.0,2.498,2.495,3.540,2.495
20251231T152019,7.566,  9.0, 52.0,2.439,2.389,3.333,2.398
20251231T152020,7.654,  9.0, 52.0,2.498,2.495,3.540,2.495
20251231T152021,7.513,  9.0, 52.0,2.439,2.389,3.333,2.398
20251231T152022,7.381,  9.0, 52.0,2.498,2.495,3.540,2.495
20251231T152024,7.601,  8.0, 53.0,2.434,2.379,3.326,2.394
20251231T152025,7.372,  8.0, 53.0,2.498,2.495,3.540,2.495
20251231T152026,7.469,  8.0, 53.0,2.434,2.379,3.326,2.394
20251231T152027,7.592,  8.0, 53.0,2.498,2.495,3.545,2.495
20251231T152028,7.601,  8.0, 53.0,2.434,2.379,3.326,2.394
20251231T152029,7.584,  8.0, 53.0,2.498,2.495,3.545,2.495
20251231T152030,7.504,  8.0, 54.0,2.434,2.379,3.326,2.389
20251231T152031,7.346,  8.0, 54.0,2.498,2.495,3.545,2.495
20251231T152032,7.636,  8.0, 54.0,2.424,2.356,3.294,2.370
20251231T152034,7.689,  8.0, 54.0,2.498,2.495,3.550,2.495
20251231T152035,7.381,  8.0, 54.0,2.419,2.356,3.292,2.370
20251231T152036,7.680,  8.0, 54.0,2.498,2.495,3.550,2.495
20251231T152037,7.504,  8.0, 54.0,2.424,2.360,3.303,2.374
20251231T152038,7.548,  8.0, 54.0,2.498,2.495,3.550,2.495
20251231T152039,7.513,  8.0, 55.0,2.424,2.360,3.303,2.374
20251231T152040,7.531,  8.0, 55.0,2.498,2.495,3.550,2.495
20251231T152041,7.645,  8.0, 55.0,2.419,2.351,3.292,2.365
20251231T152042,7.654,  8.0, 55.0,2.498,2.495,3.550,2.495
20251231T152044,7.531,  8.0, 55.0,2.414,2.337,3.276,2.355
20251231T152045,7.460,  8.0, 55.0,2.498,2.495,3.555,2.495
20251231T152046,7.584,  8.0, 55.0,2.414,2.341,3.276,2.355
20251231T152047,7.672,  8.0, 55.0,2.493,2.490,3.548,2.490
20251231T152048,7.575,  8.0, 56.0,2.410,2.304,3.246,2.327
20251231T152049,7.452,  8.0, 56.0,2.493,2.490,3.548,2.485
20251231T152050,7.548,  8.0, 56.0,2.419,2.351,3.301,2.370
20251231T152051,7.496,  8.0, 56.0,2.498,2.495,3.560,2.495
20251231T152052,7.689,  8.0, 56.0,2.405,2.308,3.234,2.351
20251231T152054,7.610,  8.0, 56.0,2.498,2.495,3.560,2.495
20251231T152055,7.399,  8.0, 57.0,2.414,2.346,3.290,2.360
20251231T152056,7.452,  8.0, 57.0,2.498,2.495,3.560,2.495
20251231T152057,7.531,  8.0, 57.0,2.410,2.332,3.274,2.346
20251231T152058,7.654,  8.0, 57.0,2.498,2.495,3.564,2.495
20251231T152059,7.610,  8.0, 57.0,2.400,2.332,3.275,2.341
20251231T152100,7.768,  8.0, 57.0,2.498,2.495,3.564,2.495
20251231T152101,7.601,  8.0, 57.0,2.410,2.327,3.265,2.341
20251231T152102,7.346,  8.0, 57.0,2.498,2.495,3.564,2.495
20251231T152104,7.724,  8.0, 57.0,2.400,2.318,3.251,2.332
20251231T152105,7.645,  8.0, 57.0,2.493,2.490,3.557,2.490
20251231T152106,7.610,  8.0, 58.0,2.419,2.351,3.301,2.365
20251231T152107,7.390,  8.0, 58.0,2.498,2.495,3.564,2.495
20251231T152108,7.416,  8.0, 58.0,2.405,2.313,3.263,2.332
20251231T152109,7.531,  8.0, 58.0,2.493,2.490,3.557,2.485
20251231T152110,7.496,  8.0, 58.0,2.390,2.294,3.215,2.313
20251231T152111,7.619,  8.0, 58.0,2.493,2.490,3.557,2.485
20251231T152112,7.557,  8.0, 58.0,2.385,2.276,3.208,2.299
20251231T152114,7.548,  8.0, 58.0,2.493,2.490,3.557,2.485
20251231T152115,7.416,  7.0, 58.0,2.385,2.271,3.208,2.280
20251231T152116,7.628,  7.0, 58.0,2.493,2.485,3.557,2.485
20251231T152117,7.716,  7.0, 58.0,2.370,2.280,3.179,2.294
20251231T152118,7.513,  7.0, 58.0,2.493,2.490,3.562,2.490
20251231T152119,7.592,  7.0, 59.0,2.390,2.308,3.238,2.322
20251231T152120,7.584,  7.0, 59.0,2.493,2.490,3.562,2.490
20251231T152121,7.628,  7.0, 59.0,2.405,2.327,3.272,2.341
20251231T152122,7.434,  7.0, 59.0,2.498,2.495,3.569,2.495
20251231T152124,7.487,  7.0, 59.0,2.410,2.337,3.288,2.355
20251231T152125,7.390,  7.0, 59.0,2.498,2.495,3.574,2.495
20251231T152126,7.548,  7.0, 59.0,2.414,2.346,3.300,2.360
20251231T152127,7.689,  7.0, 59.0,2.498,2.495,3.574,2.495
20251231T152128,7.698,  7.0, 59.0,2.419,2.356,3.311,2.370
20251231T152129,7.381,  7.0, 59.0,2.498,2.495,3.574,2.495
20251231T152130,7.628,  7.0, 60.0,2.419,2.356,3.316,2.370
20251231T152131,7.355,  7.0, 60.0,2.498,2.495,3.574,2.495
20251231T152132,7.443,  7.0, 60.0,2.429,2.370,3.339,2.384
20251231T152134,7.663,  7.0, 60.0,2.498,2.495,3.574,2.495
20251231T152135,7.680,  7.0, 60.0,2.429,2.375,3.343,2.389
20251231T152136,7.654,  7.0, 60.0,2.498,2.495,3.574,2.495
20251231T152137,7.487,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152138,7.452,  7.0, 60.0,2.498,2.495,3.574,2.495
20251231T152139,7.707,  7.0, 60.0,2.434,2.384,3.355,2.394
20251231T152140,7.698,  7.0, 60.0,2.498,2.495,3.574,2.495
20251231T152141,7.654,  7.0, 60.0,2.434,2.384,3.355,2.394
20251231T152142,7.478,  7.0, 60.0,2.498,2.495,3.574,2.495
20251231T152144,7.557,  7.0, 60.0,2.434,2.384,3.355,2.394
20251231T152145,7.663,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152146,7.698,  7.0, 60.0,2.434,2.384,3.355,2.394
20251231T152147,7.452,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152148,7.654,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152149,7.628,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152150,7.628,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152151,7.487,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152152,7.645,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152153,7.504,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152155,7.425,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152156,7.619,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152157,7.504,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152158,7.399,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152159,7.575,  7.0, 60.0,2.434,2.379,3.355,2.394
20251231T152200,7.513,  7.0, 60.0,2.498,2.495,3.579,2.495
20251231T152201,7.487,  7.0, 61.0,2.434,2.379,3.355,2.394
20251231T152202,7.575,  7.0, 61.0,2.498,2.495,3.579,2.495
20251231T152203,7.478,  7.0, 61.0,2.434,2.379,3.355,2.394
20251231T152205,7.601,  7.0, 61.0,2.498,2.495,3.579,2.495
20251231T152206,7.628,  7.0, 61.0,2.434,2.379,3.355,2.394
20251231T152207,7.452,  7.0, 61.0,2.498,2.495,3.579,2.495
20251231T152208,7.698,  7.0, 61.0,2.434,2.379,3.355,2.394
20251231T152209,7.636,  7.0, 61.0,2.498,2.495,3.579,2.495
20251231T152210,7.716,  7.0, 61.0,2.429,2.375,3.348,2.389
20251231T152211,7.575,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152212,7.531,  7.0, 61.0,2.429,2.375,3.348,2.389
20251231T152213,7.540,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152215,7.557,  7.0, 61.0,2.429,2.375,3.348,2.389
20251231T152216,7.355,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152217,7.496,  7.0, 61.0,2.429,2.370,3.348,2.384
20251231T152218,7.390,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152219,7.654,  7.0, 61.0,2.429,2.370,3.343,2.384
20251231T152220,7.390,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152221,7.460,  7.0, 61.0,2.429,2.370,3.343,2.384
20251231T152222,7.672,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152223,7.355,  7.0, 61.0,2.424,2.360,3.337,2.379
20251231T152225,7.592,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152226,7.416,  7.0, 61.0,2.424,2.360,3.332,2.379
20251231T152227,7.628,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152228,7.434,  7.0, 61.0,2.424,2.360,3.332,2.374
20251231T152229,7.628,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152230,7.425,  7.0, 61.0,2.419,2.346,3.320,2.360
20251231T152231,7.469,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152232,7.566,  7.0, 61.0,2.414,2.346,3.304,2.360
20251231T152233,7.504,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152235,7.592,  7.0, 61.0,2.410,2.332,3.293,2.355
20251231T152236,7.636,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152237,7.540,  7.0, 61.0,2.405,2.332,3.286,2.346
20251231T152238,7.513,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152239,7.496,  7.0, 61.0,2.410,2.337,3.298,2.355
20251231T152240,7.575,  7.0, 61.0,2.498,2.495,3.584,2.495
20251231T152241,7.487,  7.0, 62.0,2.410,2.337,3.298,2.355
20251231T152242,7.531,  7.0, 62.0,2.498,2.495,3.584,2.495
20251231T152243,7.469,  7.0, 62.0,2.410,2.341,3.302,2.355
20251231T152245,7.416,  7.0, 62.0,2.498,2.495,3.584,2.495
20251231T152246,7.663,  7.0, 62.0,2.414,2.346,3.309,2.365
20251231T152247,7.645,  7.0, 62.0,2.498,2.495,3.584,2.495
20251231T152248,7.601,  7.0, 62.0,2.414,2.346,3.314,2.365
20251231T152249,7.716,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152250,7.628,  7.0, 62.0,2.414,2.346,3.314,2.365
20251231T152251,7.337,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152252,7.628,  7.0, 62.0,2.414,2.346,3.314,2.365
20251231T152253,7.584,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152255,7.548,  7.0, 62.0,2.419,2.351,3.325,2.370
20251231T152256,7.522,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152257,7.698,  7.0, 62.0,2.419,2.351,3.325,2.370
20251231T152258,7.522,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152259,7.496,  7.0, 62.0,2.419,2.351,3.325,2.365
20251231T152300,7.425,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152301,7.601,  7.0, 62.0,2.414,2.346,3.314,2.360
20251231T152302,7.548,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152303,7.548,  7.0, 62.0,2.414,2.341,3.309,2.355
20251231T152305,7.610,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152306,7.566,  7.0, 62.0,2.405,2.327,3.281,2.341
20251231T152307,7.487,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152308,7.601,  7.0, 62.0,2.405,2.318,3.281,2.322
20251231T152309,7.531,  7.0, 62.0,2.498,2.495,3.589,2.495
20251231T152310,7.601,  7.0, 62.0,2.351,2.270,3.213,2.289
20251231T152311,7.469,  7.0, 62.0,2.493,2.490,3.582,2.490
20251231T152312,7.478,  7.0, 62.0,2.395,2.304,3.259,2.322
20251231T152313,7.636,  7.0, 62.0,2.493,2.490,3.582,2.490
20251231T152315,7.628,  7.0, 62.0,2.390,2.294,3.243,2.313
20251231T152316,7.452,  7.0, 62.0,2.493,2.490,3.582,2.485
20251231T152317,7.592,  7.0, 63.0,2.380,2.271,3.216,2.290
20251231T152318,7.346,  7.0, 63.0,2.493,2.490,3.582,2.485
20251231T152319,7.566,  7.0, 62.0,2.336,2.188,3.101,2.206
20251231T152320,7.302,  7.0, 62.0,2.493,2.485,3.577,2.485
20251231T152321,7.680,  7.0, 62.0,2.390,2.299,3.247,2.318
20251231T152322,7.381,  7.0, 62.0,2.493,2.490,3.582,2.490
20251231T152323,7.592,  7.0, 63.0,2.385,2.290,3.231,2.308
20251231T152325,7.460,  7.0, 63.0,2.493,2.490,3.582,2.485
20251231T152326,7.496,  7.0, 63.0,2.375,2.271,3.209,2.294
20251231T152327,7.425,  7.0, 63.0,2.493,2.490,3.582,2.485
20251231T152328,7.487,  7.0, 63.0,2.370,2.262,3.198,2.285
20251231T152329,7.460,  7.0, 63.0,2.493,2.490,3.582,2.485
20251231T152330,7.434,  7.0, 63.0,2.366,2.252,3.182,2.275
20251231T152331,7.540,  7.0, 63.0,2.493,2.490,3.582,2.485
20251231T152332,7.636,  7.0, 63.0,2.356,2.225,3.150,2.257
20251231T152333,7.548,  7.0, 63.0,2.493,2.485,3.582,2.485
