dt,bat_v,dht_h,dht_t,ref_v,therm_v,out_v,in_v
20251224T021645,6.519, 19.0, 32.0,2.473,4.198,2.478,2.483
20251224T021647,6.396, 19.0, 32.0,2.473,4.198,2.478,2.483
20251224T021649,6.501, 19.0, 32.0,2.473,4.198,2.478,2.483
20251224T021650,6.422, 19.0, 33.0,2.473,4.198,2.478,2.483
20251224T021652,6.572, 19.0, 33.0,2.473,4.198,2.473,2.483
20251224T021653,6.396, 19.0, 32.0,2.473,4.198,2.478,2.483
20251224T021655,6.528, 19.0, 33.0,2.473,4.198,2.478,2.478
20251224T021657,6.510, 19.0, 33.0,2.473,4.198,2.478,2.478
20251224T021658,6.370, 19.0, 33.0,2.473,4.194,2.473,2.478
20251224T021700,6.554, 19.0, 33.0,2.473,4.198,2.473,2.483
20251224T021701,6.413, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021703,6.563, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021705,6.660, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021706,6.589, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021708,6.484, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021709,6.422, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021711,6.669, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021713,6.572, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021714,6.501, 19.0, 33.0,2.473,4.194,2.473,2.478
20251224T021716,6.519, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021717,6.669, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021719,6.528, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021721,6.563, 19.0, 33.0,2.473,4.194,2.478,2.478
20251224T021722,6.387, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021724,6.475, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021725,6.563, 19.0, 33.0,2.473,4.194,2.478,2.478
20251224T021727,6.581, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021729,6.387, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021730,6.589, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021732,6.405, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021733,6.457, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021735,6.554, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021737,6.387, 19.0, 33.0,2.473,4.194,2.473,2.478
20251224T021738,6.686, 19.0, 33.0,2.473,4.194,2.478,2.478
20251224T021740,6.475, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021741,6.475, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021743,6.510, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021745,6.528, 19.0, 33.0,2.468,4.194,2.478,2.483
20251224T021746,6.563, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021748,6.440, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021749,6.616, 19.0, 33.0,2.473,4.194,2.478,2.478
20251224T021751,6.563, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021753,6.422, 19.0, 33.0,2.473,4.194,2.473,2.478
20251224T021754,6.493, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021756,6.660, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021757,6.660, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021759,6.589, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021801,6.405, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021802,6.510, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021804,6.598, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021805,6.572, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021807,6.413, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021808,6.440, 19.0, 33.0,2.473,4.194,2.478,2.478
20251224T021810,6.431, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021812,6.537, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021813,6.572, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T021815,6.378, 19.0, 34.0,2.473,4.194,2.473,2.478
20251224T021816,6.510, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T021818,6.510, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021820,6.378, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021821,6.457, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021823,6.554, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021824,6.563, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021826,6.581, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021828,6.422, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021829,6.440, 19.0, 34.0,2.473,4.194,2.478,2.478
20251224T021831,6.537, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021832,6.695, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021834,6.493, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021836,6.554, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021837,6.563, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021839,6.598, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021840,6.457, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021842,6.510, 19.0, 34.0,2.473,4.194,2.473,2.478
20251224T021844,6.528, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021845,6.607, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021847,6.413, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021848,6.457, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021850,6.396, 19.0, 34.0,2.473,4.194,2.473,2.478
20251224T021852,6.396, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021853,6.554, 19.0, 34.0,2.473,4.194,2.478,2.478
20251224T021855,6.484, 19.0, 34.0,2.473,4.194,2.478,2.478
20251224T021856,6.370, 19.0, 34.0,2.473,4.194,2.478,2.478
20251224T021858,6.545, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021900,6.431, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021901,6.607, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021903,6.554, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021904,6.370, 19.0, 34.0,2.473,4.189,2.473,2.483
20251224T021906,6.625, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021908,6.501, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021909,6.440, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021911,6.642, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021912,6.607, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021914,6.413, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021916,6.607, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021917,6.545, 19.0, 34.0,2.473,4.189,2.473,2.478
20251224T021919,6.589, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021920,6.625, 19.0, 34.0,2.473,4.189,2.473,2.483
20251224T021922,6.413, 19.0, 34.0,2.473,4.189,2.473,2.483
20251224T021924,6.475, 19.0, 34.0,2.473,4.189,2.478,2.478
20251224T021925,6.572, 19.0, 34.0,2.473,4.189,2.478,2.483
20251224T021927,6.387, 19.0, 34.0,2.473,4.189,2.473,2.478
20251224T021928,6.431, 19.0, 34.0,2.473,4.189,2.478,2.483
20251224T021930,6.484, 19.0, 34.0,2.473,4.194,2.473,2.478
20251224T021932,6.475, 19.0, 34.0,2.473,4.189,2.478,2.483
20251224T021933,6.510, 19.0, 34.0,2.473,4.189,2.478,2.478
20251224T021935,6.475, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021936,6.484, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021938,6.387, 19.0, 34.0,2.473,4.194,2.473,2.478
20251224T021940,6.589, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021941,6.475, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021943,6.440, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021944,6.457, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021946,6.440, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021948,6.554, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021949,6.431, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021951,6.633, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021952,6.501, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021954,6.440, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T021956,6.633, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T021957,6.589, 19.0, 34.0,2.473,4.194,2.478,2.478
20251224T021959,6.537, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T022000,6.396, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T022002,6.537, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T022004,6.589, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T022005,6.413, 19.0, 34.0,2.473,4.194,2.473,2.483
20251224T022007,6.669, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T022008,6.572, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022010,6.466, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022012,6.537, 18.0, 34.0,2.473,4.194,2.473,2.478
20251224T022013,6.449, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022015,6.563, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022016,6.616, 19.0, 34.0,2.473,4.194,2.478,2.483
20251224T022018,6.484, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022020,6.554, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022021,6.554, 18.0, 34.0,2.473,4.198,2.478,2.483
20251224T022023,6.440, 18.0, 34.0,2.473,4.194,2.478,2.478
20251224T022024,6.537, 18.0, 34.0,2.473,4.194,2.473,2.478
20251224T022026,6.642, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022028,6.396, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022029,6.537, 18.0, 34.0,2.473,4.194,2.478,2.478
20251224T022031,6.484, 18.0, 34.0,2.473,4.194,2.473,2.478
20251224T022032,6.563, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022034,6.528, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022036,6.589, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022037,6.484, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022039,6.563, 18.0, 34.0,2.473,4.194,2.473,2.478
20251224T022040,6.484, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022042,6.501, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022044,6.537, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022045,6.449, 18.0, 34.0,2.473,4.194,2.473,2.478
20251224T022047,6.405, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022048,6.554, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022050,6.554, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022052,6.475, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022053,6.387, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022055,6.537, 18.0, 34.0,2.473,4.194,2.478,2.478
20251224T022056,6.589, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022058,6.528, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022100,6.519, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022101,6.598, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022103,6.378, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022104,6.501, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022106,6.642, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022108,6.493, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022109,6.378, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022111,6.554, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022112,6.387, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022114,6.519, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022116,6.563, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022117,6.405, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022119,6.545, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022120,6.545, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022122,6.598, 18.0, 35.0,2.473,4.194,2.473,2.478
20251224T022124,6.572, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022125,6.440, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022127,6.651, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022128,6.554, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022130,6.554, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022132,6.431, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022133,6.581, 18.0, 35.0,2.473,4.194,2.473,2.478
20251224T022135,6.563, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022136,6.405, 18.0, 35.0,2.473,4.189,2.478,2.483
20251224T022138,6.589, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022140,6.484, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022141,6.642, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022143,6.484, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022144,6.589, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022146,6.572, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022148,6.405, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022149,6.466, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022151,6.501, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022152,6.387, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022154,6.405, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022155,6.466, 18.0, 35.0,2.473,4.194,2.473,2.478
20251224T022157,6.457, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022159,6.457, 18.0, 34.0,2.473,4.194,2.478,2.478
20251224T022200,6.510, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022202,6.519, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022203,6.554, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022205,6.396, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022207,6.501, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022208,6.537, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022210,6.537, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022211,6.396, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022213,6.598, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022215,6.581, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022216,6.669, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022218,6.581, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022219,6.616, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022221,6.378, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022223,6.413, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022224,6.493, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022226,6.677, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022227,6.572, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022229,6.581, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022231,6.475, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022232,6.396, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022234,6.519, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022235,6.440, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022237,6.378, 18.0, 35.0,2.473,4.194,2.473,2.478
20251224T022239,6.581, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022240,6.475, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022242,6.405, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022243,6.501, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022245,6.581, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022247,6.572, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022248,6.589, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022250,6.475, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022251,6.563, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022253,6.484, 18.0, 35.0,2.473,4.194,2.473,2.483
20251224T022255,6.589, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022256,6.405, 18.0, 35.0,2.473,4.194,2.478,2.478
20251224T022258,6.554, 18.0, 35.0,2.473,4.194,2.473,2.478
20251224T022259,6.572, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022301,6.554, 18.0, 35.0,2.473,4.194,2.478,2.483
20251224T022303,6.484, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022304,6.484, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022306,6.545, 18.0, 34.0,2.473,4.194,2.478,2.478
20251224T022307,6.660, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022309,6.554, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022311,6.510, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022312,6.545, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022314,6.598, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022315,6.625, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022317,6.378, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022319,6.528, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022320,6.501, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022322,6.501, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022323,6.493, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022325,6.554, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022327,6.572, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022328,6.528, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022330,6.396, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022331,6.457, 18.0, 34.0,2.473,4.194,2.478,2.483
20251224T022333,6.616, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022335,6.563, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022336,6.554, 18.0, 34.0,2.473,4.194,2.478,2.478
20251224T022338,6.554, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022339,6.466, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022341,6.405, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022343,6.475, 18.0, 33.0,2.473,4.194,2.478,2.483
20251224T022344,6.545, 18.0, 34.0,2.473,4.194,2.473,2.483
20251224T022346,6.519, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022347,6.484, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022349,6.677, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022351,6.457, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022352,6.563, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022354,6.519, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022355,6.545, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022357,6.589, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022359,6.493, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022400,6.493, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022402,6.554, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022403,6.493, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022405,6.405, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022407,6.475, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022408,6.396, 19.0, 33.0,2.473,4.194,2.478,2.483
20251224T022410,6.449, 19.0, 33.0,2.473,4.194,2.473,2.478
20251224T022411,6.519, 19.0, 33.0,2.473,4.194,2.473,2.483
20251224T022413,6.519, 19.0, 33.0,2.473,4.194,2.478,2.478
20251224T022415,6.581, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022416,6.493, 19.0, 32.0,2.473,4.194,2.478,2.483
20251224T022418,6.563, 19.0, 32.0,2.473,4.194,2.478,2.478
20251224T022419,6.440, 19.0, 32.0,2.473,4.194,2.478,2.478
20251224T022421,6.413, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022423,6.537, 19.0, 32.0,2.473,4.194,2.478,2.483
20251224T022424,6.537, 19.0, 32.0,2.473,4.194,2.478,2.483
20251224T022426,6.563, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022427,6.413, 19.0, 32.0,2.473,4.194,2.478,2.478
20251224T022429,6.537, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022431,6.396, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022432,6.387, 19.0, 32.0,2.473,4.194,2.478,2.483
20251224T022434,6.387, 19.0, 32.0,2.473,4.194,2.478,2.478
20251224T022435,6.413, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022437,6.484, 19.0, 32.0,2.473,4.194,2.478,2.483
20251224T022439,6.475, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022440,6.519, 19.0, 32.0,2.473,4.194,2.473,2.483
20251224T022442,6.396, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022443,6.361, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022445,6.625, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022447,6.642, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022448,6.422, 19.0, 32.0,2.473,4.194,2.478,2.483
20251224T022450,6.554, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022451,6.361, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022453,6.457, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022455,6.519, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022456,6.572, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022458,6.528, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022459,6.449, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022501,6.607, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022503,6.589, 19.0, 31.0,2.473,4.194,2.473,2.483
20251224T022504,6.431, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022506,6.519, 19.0, 31.0,2.473,4.194,2.478,2.483
20251224T022507,6.440, 20.0, 31.0,2.473,4.194,2.473,2.483
20251224T022509,6.651, 20.0, 31.0,2.473,4.194,2.478,2.483
20251224T022511,6.625, 20.0, 31.0,2.473,4.194,2.478,2.478
20251224T022512,6.440, 20.0, 31.0,2.473,4.194,2.473,2.483
20251224T022514,6.466, 20.0, 31.0,2.473,4.194,2.473,2.483
20251224T022515,6.572, 20.0, 31.0,2.473,4.194,2.478,2.483
20251224T022517,6.528, 20.0, 31.0,2.473,4.194,2.473,2.483
20251224T022519,6.352, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022520,6.431, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022522,6.510, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022523,6.449, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022525,6.501, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022527,6.510, 20.0, 30.0,2.473,4.194,2.478,2.478
20251224T022528,6.387, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022530,6.501, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022531,6.572, 20.0, 30.0,2.473,4.194,2.478,2.478
20251224T022533,6.581, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022535,6.466, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022536,6.457, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022538,6.554, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022539,6.572, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022541,6.378, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022543,6.510, 20.0, 30.0,2.473,4.194,2.473,2.478
20251224T022544,6.396, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022546,6.519, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022547,6.422, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022549,6.528, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022551,6.361, 20.0, 30.0,2.473,4.194,2.478,2.478
20251224T022552,6.387, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022554,6.413, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022555,6.581, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022557,6.519, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022559,6.572, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022600,6.422, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022602,6.493, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022603,6.633, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022605,6.598, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022607,6.413, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022608,6.484, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022610,6.422, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022611,6.528, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022613,6.642, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022615,6.572, 20.0, 30.0,2.473,4.194,2.473,2.483
20251224T022616,6.598, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022618,6.545, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022619,6.625, 20.0, 30.0,2.473,4.194,2.478,2.483
20251224T022621,6.352, 20.0, 30.0,2.473,4.189,2.478,2.478
20251224T022623,6.510, 20.0, 30.0,2.473,4.189,2.478,2.478
20251224T022624,6.475, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022626,6.361, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022627,6.370, 20.0, 30.0,2.473,4.189,2.473,2.478
20251224T022629,6.519, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022631,6.501, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022632,6.669, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022634,6.598, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022635,6.589, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022637,6.370, 20.0, 30.0,2.473,4.189,2.473,2.478
20251224T022639,6.528, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022640,6.554, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022642,6.413, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022643,6.616, 20.0, 30.0,2.473,4.189,2.478,2.483
20251224T022645,6.537, 20.0, 30.0,2.473,4.189,2.473,2.483
20251224T022647,6.581, 20.0, 30.0,2.473,4.189,2.473,2.483
